id,question,choices,answer
715,"Bob Franklin purchased a new car for $10,000. The car is estimated to last10years, and will have no residual value. 10 How much will the car depreciate during the seventh year? He uses the sum of the years' digits method.","['$1,090.91' '$400.00' '$545.45' '$833.33' '$250.00' '$1,428.57' '$727.27'
 '$666.67' '$181.82' '$909.09']",G
344,"Mr. Bancroft of the Second National Bank approved 3 loans today. The first one was to Ms. Atlas for $1,800 at 6% for a period of 60 days. The second one was to Mr. Johnson for $2,400 at 5% for 3 years. The third one was to Mr. Breakman for $7,000 at 6(1 / 2) % for 4 years. How much interest will each of them have to pay?","['Ms. Atlas: $360, Mr. Johnson: $1,820, Mr. Breakman: $18'
 'Ms. Atlas: $21, Mr. Johnson: $420, Mr. Breakman: $2,310'
 'Ms. Atlas: $45, Mr. Johnson: $300, Mr. Breakman: $1,610'
 'Ms. Atlas: $1,820, Mr. Johnson: $18, Mr. Breakman: $360'
 'Ms. Atlas: $1,800, Mr. Johnson: $2,400, Mr. Breakman: $7,000'
 'Ms. Atlas: $30, Mr. Johnson: $720, Mr. Breakman: $1,540'
 'Ms. Atlas: $54, Mr. Johnson: $120, Mr. Breakman: $2,100'
 'Ms. Atlas: $108, Mr. Johnson: $480, Mr. Breakman: $4,200'
 'Ms. Atlas: $18, Mr. Johnson: $360, Mr. Breakman: $1,820'
 'Ms. Atlas: $15, Mr. Johnson: $600, Mr. Breakman: $1,960']",I
357,"At the beginning of the 19X1 fiscal year Company X had $28,000 of accounts receivable. At the end of the fiscal year it had $32,000. of accounts receivable. Sales in 19X1 were $850,000. At the end of the 19X2 fiscal year, accounts receivable were $35,000. Sales in 19X2 were $920,000. Using a 360 day year and given that Company X's desired rate of return is 10%, (a) find the average collection period (in days) for 19X1 and 19X2 (b) find the cost (or saving) in extending (or reducing) the credit period during the two periods.","['13.52 days, 14.23 days, $5.67' '10.5 days, 11.4 days, $3.50'
 '11.2 days, 12.1 days, $3.75' '11.9 days, 12.8 days, $3.98'
 '12.2 days, 12.9 days, $4.15' '14.7 days, 15.6 days, $6.20'
 '13.3 days, 14.1 days, $5.10' '12.7 days, 13.11 days, $4.45'
 '15.8 days, 16.7 days, $7.26' '14.2 days, 15.1 days, $6.78']",H
434,Pick the correct description of the following term: Utilitarianism is…,"['A theory which states that an action is morally right if it promotes the greatest good for the decision maker'
 'A theory which states that an action is morally right if it results in a balanced distribution of good and bad outcomes'
 'A theory which states that an action is morally right if it promotes the greatest good for the fewest people'
 'A theory which states that an action is morally right if it promotes the least harm for the greatest number'
 'A theory which states that an action is morally wrong if it promotes the greatest good for the majority'
 'A theory which states that an action is morally incorrect if it promotes the greatest good for the greatest number'
 'A theory which states that an action is morally right if it promotes the greatest good for the greatest number'
 'A theory which states that an action is morally right if it promotes the greatest harm for the smallest number'
 'A theory which states that an action is morally right if it promotes the greatest good for the individual performing the action'
 'A theory which states that an action is morally right if it promotes the greatest good for the smallest number']",G
428,"Mr. Reynolds, owner of Reynold's Auto Service, had a total income from his auto service last year of $366,000. Included in the $366,000 was $732 worth of checks that proved to be worthless. What was his percent of loss from bad checks?",['1.0%' '.2%' '.1%' '.6%' '.8%' '.9%' '.4%' '.7%' '.5%' '.3%'],B
530,"On June 8, Danny's Furniture bought a set of living room furniture from Swift Wholesalers for $1,426 with discount terms of (3/15), (n/30). What was the amount due if payment' was made on June 22?","['$1,400' '$1,350' '$1,468.22' '$1,410.70' '$1,395.14' '$1,426'
 '$1,383.22' '$1,375.80' '$1,450.22' '$1,382.58']",G
350,"Friedman Brothers accepted a 60-day sight draft on April 10, for $562.50. It was discounted on April 15 at 6%, find the proceeds.","['$562.50' '$557.34' '$560.00' '$555.34' '$559.90' '$550.00' '$558.50'
 '$553.25' '$5.16' '$565.75']",B
82,What is the term for the 'rule of thumb' type of bias in decision making?,"['Framing bias' 'Availability bias' 'Representativeness bias'
 'Self-serving bias' 'Hindsight bias' 'Over-confidence bias'
 'Confirmation bias' 'Optimism bias' 'Anchoring bias' 'Heuristics']",J
254,"A typewriter is priced at $80, less series discounts of 20%, 10%, 5%. What is the net price?","['$46.08' '$56.00' '$65.00' '$60.00' '$54.72' '$62.40' '$52.00' '$58.40'
 '$50.00' '$48.00']",E
442,Specialisation is a feature of which organisational structure?,"['Hierarchical' 'Network' 'Functional' 'Flat' 'Decentralized' 'Divisional'
 'Matrix' 'Horizontal' 'Multi-divisional' 'Centralized']",C
958,"A defendant was smoking marijuana as he was driving home from work one afternoon. A police officer approached him on the freeway and stopped the car to issue a citation for speeding. As the defendant handed the officer his driver's license, the officer smelled burnt marijuana, saw the joint, and saw an open envelope on the seat next to the defendant containing a substance that looked like marijuana. The officer ordered the defendant out of the car, arrested him for unlawful possession of marijuana. The officer then searched the defendant and found a sealed envelope in the defendant's back pocket. Without asking the defendant's permission, the officer opened the envelope and discovered that it contained cocaine. The officer then unzipped one of the jacket pockets on the jacket the defendant was wearing and found more cocaine and arrested the defendant for possession of cocaine. The defendant was taken to the police station and immediately escorted to an interrogation room. He was given his Miranda warnings, waived his rights, and gave a statement admitting to possession of cocaine and marijuana. Which of the following is a correct statement of the applicable legal principles regarding the search of the defendant?","['Any evidence found in the possession of the defendant is admissible, regardless of how it was obtained.'
 'One who drives an automobile on a public highway does not have a legitimate expectation of privacy.'
 'If an officer smells marijuana, they are automatically allowed to search the entire vehicle and the person.'
 'The defendant must give explicit permission for the officer to search their personal belongings, even after an arrest has been made.'
 'If an individual effectively consents to a search of their person, the evidence gathered during the search is admissible.'
 'The Fourth Amendment protects individuals from unlawful searches and seizures, making the search and the evidence inadmissible.'
 'The officer is not permitted to search personal items found on the defendant after the arrest without a warrant.'
 ""The exclusionary rule requires that if an officer conducts an unconstitutional search, the evidence acquired in the course of the officer's subsequent activities is inadmissible.""
 'The officer is only allowed to search the defendant after they have been formally charged with a crime.'
 'When a police officer has made a lawful custodial arrest of an individual, he may, as a contemporaneous incident of that arrest, search the person of the individual.']",J
692,What one of the following is not a characteristic of the job characteristics model?,"['Skill variety' 'Job rotation' 'Task significance' 'Feedback' 'Reward'
 'Task identity' 'Autonomy' 'Job enrichment' 'Job enlargement']",E
